VIV_SEL,HOGAR,ND_TIPO,TD_TIPO,BPCOD,R_SEL,AREAM_OCU,RESUL_H,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_6,BP1_20,BP1_23,BP1_30,BP1_33,BP1_36_01,BP1_36_02,BP1_36_03,BP1_36_04,BP1_36_05,BP1_36_06,BP1_36_07,BP1_36_08,BP1_36_09,BP1_36_10,BP1_36_11,BP1_36_99,DOMINIO,ESTRATO,EST_DIS,UPM_DIS
7,1,1,1,4,2,14,1,8,1,1,1,2,1,2,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,2,2,7,273
2,1,1,1,4,1,14,1,5,1,1,1,2,2,2,6,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1,3,2,12
1,1,1,1,5,4,14,1,6,1,1,3,1,1,2,4,2,1,0,1,1,0,1,0,0,0,0,0,0,0,1,4,3,202
4,1,1,2,7,1,14,1,6,1,1,2,4,9,2,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,29
21,1,1,1,9,1,14,1,7,1,1,2,3,1,2,3,1,5,1,0,1,1,0,0,0,0,1,0,0,0,3,2,11,293
3,1,1,3,10,1,14,1,11,1,1,3,4,1,2,1,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,171
1,1,1,1,5,2,14,1,8,1,1,2,1,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,208
2,1,1,1,2,4,14,1,6,1,1,2,1,2,2,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,69
4,1,1,1,8,2,14,1,3,1,1,2,4,9,2,4,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,3,2,107
3,1,3,3,10,1,14,1,10,1,1,1,1,1,2,7,1,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,171
4,1,1,1,2,1,14,1,3,1,1,3,1,2,2,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3,2,28
1,1,1,1,2,5,14,1,5,1,1,2,1,2,2,4,2,1,0,0,0,0,0,1,0,0,1,0,0,0,1,3,2,155
1,2,1,2,2,1,14,1,2,1,1,1,2,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,99
4,1,1,1,4,1,14,1,3,1,1,2,2,2,1,99,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,4,3,253
5,1,1,1,9,1,14,1,9,1,1,1,2,1,2,1,1,3,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,151
3,1,1,1,8,1,14,1,6,1,1,1,4,9,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,171
5,1,2,2,10,2,14,1,3,1,1,1,3,1,2,3,2,3,0,0,1,1,0,0,0,0,1,0,0,0,1,4,3,126
1,1,1,1,3,2,14,1,4,1,1,2,2,9,2,9,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,9
2,1,1,1,3,2,14,1,12,1,1,4,2,9,2,1,2,5,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,60
3,1,1,2,2,4,14,1,6,1,1,4,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,60
5,1,1,1,2,4,14,1,4,1,1,3,1,2,2,3,2,1,1,0,0,1,0,0,0,1,0,0,0,0,1,2,1,84
2,1,1,1,2,1,14,1,5,1,1,2,1,2,2,99,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,84
4,1,2,2,7,1,14,1,9,1,1,2,9,9,2,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,29
8,1,3,3,2,2,14,1,1,1,1,1,1,2,2,4,2,1,0,1,1,0,0,1,1,1,1,0,0,0,3,2,11,298
3,1,1,3,2,2,14,1,11,1,1,4,1,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,168
4,1,1,1,2,1,14,1,5,1,1,3,1,2,2,6,2,5,0,0,1,1,0,0,1,0,1,0,0,0,1,2,1,11
5,1,3,5,3,1,14,1,5,1,1,3,2,9,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,18
3,1,1,1,2,2,14,1,10,1,1,3,5,2,2,6,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,2,19
2,1,2,2,10,4,14,1,6,1,1,2,5,1,2,4,2,5,0,0,1,0,0,0,0,0,0,0,0,0,1,3,2,151
2,1,2,3,2,4,14,1,7,1,1,4,1,2,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,151
4,1,2,2,10,3,14,1,1,1,1,2,1,1,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,166
1,1,1,2,8,1,14,1,10,1,1,3,1,9,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,31
5,1,3,3,11,1,14,1,12,1,1,2,2,1,2,6,2,3,0,0,1,1,0,0,0,0,0,0,0,0,1,3,2,21
4,1,2,2,9,1,14,1,4,1,1,3,2,2,2,4,1,5,0,1,0,1,1,1,0,0,0,0,0,0,1,4,3,101
4,1,2,2,3,1,14,1,4,1,1,2,2,9,2,3,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,239
3,1,1,2,2,5,14,1,8,1,1,3,3,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,3,3
5,1,1,1,5,3,14,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,2,1,55
2,1,1,1,2,1,14,1,5,1,1,4,1,2,2,7,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,3,2,169
1,1,1,1,5,1,14,1,4,1,1,4,1,1,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,179
2,1,2,2,4,1,14,1,12,1,1,4,2,1,2,3,2,5,0,0,0,0,1,0,0,1,0,0,0,0,1,2,1,204
21,1,1,1,2,1,14,1,4,1,1,3,1,2,2,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,3,2,11,299
2,1,1,1,2,1,14,1,12,1,1,9,4,2,2,4,2,1,0,0,1,1,0,0,0,0,1,0,0,0,1,3,2,20
4,1,2,2,2,4,14,1,6,1,1,3,1,2,2,6,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2,1,51
2,1,1,1,10,2,14,1,3,1,1,1,8,1,2,6,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,2,1,239
2,1,1,2,2,2,14,1,6,1,1,2,1,2,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,93
12,1,3,3,9,1,14,1,5,1,1,1,8,2,2,9,2,5,0,0,0,0,0,0,0,0,1,0,0,0,2,3,9,283
3,1,1,1,1,2,14,1,5,1,1,4,5,2,1,99,2,3,0,0,0,1,0,1,1,0,0,0,0,0,1,3,2,107
3,1,1,1,5,2,14,1,3,1,1,3,1,1,2,4,2,5,0,0,0,0,0,0,0,0,1,0,0,0,1,3,2,148
3,1,4,4,2,1,14,1,12,1,1,4,1,2,2,4,2,5,0,0,1,0,0,0,0,0,1,0,0,0,1,3,2,27
2,1,1,1,3,4,14,1,10,1,1,4,2,9,2,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,69
5,1,1,1,3,3,14,1,1,1,1,9,2,9,2,3,2,5,0,0,0,0,0,0,0,1,0,0,0,0,1,3,2,155
2,1,2,2,2,5,14,1,6,1,1,3,1,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,29
5,1,2,2,2,3,14,1,11,1,1,4,2,2,2,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,3,177
4,1,1,3,3,1,14,1,4,1,1,3,1,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,254
2,1,1,1,4,2,14,1,8,1,1,3,2,2,2,3,2,1,0,1,0,0,0,0,0,0,1,0,0,0,1,3,2,83
2,1,1,1,4,1,14,1,5,1,1,4,2,2,2,5,2,5,0,0,0,0,0,1,0,1,0,0,0,0,2,2,10,277
5,1,1,1,7,1,14,1,12,1,1,9,4,9,2,4,2,5,0,0,0,0,0,0,0,1,1,0,0,0,1,4,3,82
2,1,1,1,2,2,14,1,10,1,1,4,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,6,280
2,1,2,2,11,1,14,1,5,1,1,2,2,1,1,99,1,3,1,1,0,1,0,1,1,1,1,0,0,0,1,3,2,166
1,1,1,1,7,1,14,1,11,1,1,2,2,9,2,7,2,1,0,0,1,1,0,0,0,1,0,0,0,0,1,3,2,237
5,1,1,1,13,1,14,1,2,1,1,3,1,1,2,7,2,5,0,0,0,0,0,0,0,1,0,0,0,0,1,3,2,96
3,1,1,1,11,1,14,1,12,1,1,3,2,1,1,99,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,209
3,1,1,1,2,2,14,1,2,1,1,4,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,196
3,1,1,1,1,1,14,1,2,1,1,4,5,2,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,48
3,1,1,1,3,1,14,1,10,1,1,4,2,9,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,209
3,1,1,1,1,2,14,1,5,1,1,1,1,1,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,168
4,1,1,3,11,1,14,1,4,1,1,3,1,1,2,3,2,2,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,10
3,1,2,3,2,2,14,1,2,1,1,4,1,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,168
1,2,1,1,4,1,14,1,4,1,1,2,2,2,2,6,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,83
1,1,1,1,2,2,14,1,11,1,1,1,1,2,2,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,185
16,1,1,3,3,1,14,1,11,1,1,4,2,9,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,3,2,11,293
16,1,3,3,3,1,14,1,1,1,1,4,2,9,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,3,2,11,293
4,1,1,1,9,2,14,1,6,1,1,2,2,1,2,4,2,3,0,1,1,0,0,0,0,0,0,0,0,0,1,4,3,126
21,1,1,1,2,1,14,1,2,1,1,4,1,2,2,6,2,3,9,9,9,9,9,9,9,9,9,9,9,9,3,2,11,293
5,1,3,3,3,1,14,1,7,1,1,4,2,9,2,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,2,64
2,1,1,1,7,1,14,1,7,1,1,2,9,9,2,5,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,55
5,1,2,2,2,1,14,1,4,1,1,3,1,2,2,4,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,64
3,1,1,3,14,3,14,1,10,1,1,1,3,1,2,4,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,155
1,1,2,2,6,1,14,1,1,1,1,2,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,23
1,1,1,1,4,1,14,1,10,1,1,4,2,1,2,6,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,179
3,1,1,1,3,2,14,1,1,1,1,4,1,9,2,6,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,3,6,278
1,1,1,1,5,1,14,1,99,1,1,3,5,1,2,7,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2,1,13
1,1,1,3,4,2,14,1,6,1,1,3,2,2,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,67
14,1,1,1,3,3,14,1,6,1,1,3,2,9,2,7,2,1,0,0,0,1,1,0,0,0,1,0,0,0,2,2,10,277
4,1,1,1,5,1,14,1,11,1,1,2,5,1,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,6
4,1,1,2,2,1,14,1,2,1,1,2,1,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,6
3,1,1,1,2,2,14,1,5,1,1,4,2,1,2,4,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2,1,93
5,1,1,1,2,1,14,1,6,1,1,3,2,2,2,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,2,106
1,1,3,3,2,2,14,1,12,1,1,4,1,2,2,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,2,106
3,1,3,4,2,1,14,1,10,1,1,4,1,2,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,27
1,1,1,1,10,2,14,1,6,1,1,3,1,1,2,3,2,3,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,208
2,1,2,2,3,2,14,1,99,1,1,4,2,9,2,4,2,1,0,0,0,1,0,0,0,1,1,0,0,0,1,3,2,182
1,1,2,2,8,1,14,1,2,1,1,1,4,9,2,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3,2,154
4,1,1,1,2,1,14,1,6,1,1,3,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,254
2,1,1,1,3,1,14,1,6,1,1,3,2,9,2,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,4,3,252
1,1,1,1,3,1,14,1,7,1,1,4,2,9,2,4,1,3,9,9,9,9,9,9,9,9,9,9,9,9,1,4,3,252
2,1,1,1,3,2,14,1,6,1,1,3,2,9,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,6,280
4,1,1,1,5,1,14,1,4,1,1,3,1,1,2,3,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,10
2,1,1,2,10,4,14,1,5,1,1,2,5,1,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,151
2,1,1,3,2,4,14,1,8,1,1,4,1,2,2,3,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,151
4,1,1,1,3,1,14,1,2,1,1,4,2,9,2,5,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,18
4,1,1,1,4,4,14,1,4,1,1,3,2,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,48
1,1,1,1,6,1,14,1,12,1,1,4,1,2,2,4,2,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,94
8,1,2,3,2,2,14,1,3,1,1,1,1,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,3,2,11,298
3,1,3,3,2,2,14,1,1,1,1,3,1,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,168
4,1,1,1,2,1,14,1,4,1,1,4,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,3,124
4,1,1,1,3,1,14,1,8,1,1,4,2,9,2,3,2,5,1,0,0,0,0,0,0,1,1,0,0,0,1,3,2,237
1,1,1,2,2,1,14,1,2,1,1,1,1,2,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,14
1,1,1,1,11,3,14,1,5,1,1,3,1,1,2,1,2,2,0,0,0,0,0,0,0,1,1,0,0,0,1,2,1,198
2,1,1,1,10,2,14,1,12,1,1,3,1,1,1,99,2,2,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,198
1,1,1,1,2,2,14,1,1,1,1,2,1,2,2,9,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1,4,3,118
5,1,1,1,3,1,14,1,7,1,1,9,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,53
5,1,1,1,10,1,14,1,99,1,1,9,1,1,1,99,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,21
2,1,1,1,2,1,14,1,9,1,1,4,1,2,2,6,2,1,0,0,1,1,0,0,0,1,0,0,0,0,1,2,1,213
4,1,1,2,3,1,14,1,2,1,1,4,2,9,2,4,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,239
1,1,1,1,6,1,14,1,6,1,1,2,1,1,2,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,2,4
3,1,1,1,2,2,14,1,10,1,1,4,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,3,118
1,1,1,1,2,2,14,1,12,1,1,4,1,2,2,9,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,2,143
1,1,1,1,2,2,14,1,9,1,1,4,1,2,2,6,2,1,0,1,1,0,0,0,0,1,1,0,0,0,1,4,3,2
4,1,1,1,5,1,14,1,1,1,1,3,1,1,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,3,203
2,1,4,4,2,1,14,1,2,1,1,4,1,2,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,216
9,1,1,1,2,5,14,1,10,1,1,3,1,2,2,3,2,1,0,0,0,0,0,0,0,1,0,1,0,0,3,2,11,299
1,1,1,1,10,2,14,1,11,1,1,3,8,1,2,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,3,2,92
3,1,1,1,3,1,14,1,10,1,1,3,1,9,2,1,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,171
3,1,3,3,2,1,14,1,1,1,1,1,7,2,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,171
5,1,1,1,2,2,14,1,3,1,1,9,2,2,2,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,7
2,1,1,2,2,2,14,1,5,1,1,4,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,182
3,1,1,1,13,2,14,1,7,1,1,1,1,1,2,7,2,3,0,0,0,0,0,0,0,0,1,0,0,0,1,3,2,92
1,1,1,1,4,2,14,1,99,1,1,9,2,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,208
1,1,1,1,2,2,14,1,10,1,1,3,1,1,2,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,69
1,1,2,3,2,2,14,1,9,1,1,4,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,106
1,1,1,1,8,3,14,1,12,1,1,2,3,9,2,9,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,3,2,29
2,1,2,2,13,1,14,1,11,1,1,3,1,1,2,3,2,5,0,1,0,0,0,0,0,0,1,0,0,0,1,2,1,10
1,1,1,1,2,2,14,1,11,1,1,4,1,2,2,7,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,172
3,1,1,1,11,1,14,1,12,1,1,1,1,1,2,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,2,1,171
3,1,2,2,4,6,14,1,9,1,1,2,2,2,2,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,59
3,1,2,2,4,1,14,1,1,1,1,3,2,1,2,9,1,3,0,0,0,0,0,0,0,0,1,0,0,0,1,3,2,182
1,2,1,1,2,1,14,1,2,1,1,3,1,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,83
4,1,1,2,11,3,14,1,1,1,1,2,4,1,2,3,1,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,166
5,1,1,1,1,1,14,1,10,1,1,4,1,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,3,82
1,1,2,2,3,2,14,1,2,1,1,3,1,9,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,3,9,281
1,1,1,1,3,1,14,1,6,1,1,3,2,9,2,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,2,151
4,1,1,2,2,1,14,1,4,1,1,4,1,2,2,6,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,115
3,1,1,1,9,1,14,1,8,1,1,2,8,1,2,3,2,5,0,0,1,1,0,0,0,0,0,0,0,0,1,3,2,108
1,1,2,2,2,1,14,1,7,1,1,4,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,3,150
5,1,1,1,2,1,14,1,2,1,1,3,1,2,1,99,2,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,1,11
1,1,1,2,2,1,14,1,12,1,1,4,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,3,150
4,1,1,2,5,4,14,1,6,1,1,1,1,1,2,7,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,48
2,1,1,1,2,1,14,1,4,1,1,4,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,12
3,1,1,1,1,1,14,1,9,1,1,1,1,2,1,99,2,3,1,0,0,0,0,0,0,1,0,0,0,0,3,2,11,288
3,1,1,1,2,1,14,1,4,1,1,3,5,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,117
6,1,2,2,2,1,14,1,6,1,1,4,1,2,2,6,1,1,9,9,9,9,9,9,9,9,9,9,9,9,3,2,11,288
4,1,1,1,15,2,14,1,10,1,1,2,2,1,2,5,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,2,1,238
1,1,1,1,9,2,14,1,7,1,1,2,2,1,2,3,1,5,9,9,9,9,9,9,9,9,9,9,9,9,1,4,3,201
2,1,1,1,3,4,14,1,10,1,1,3,2,9,2,7,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,31
4,1,1,1,9,3,14,1,9,1,1,2,5,2,2,9,2,5,1,0,0,0,0,0,0,0,1,0,0,0,1,4,3,118
2,1,2,3,2,3,14,1,3,1,1,4,1,2,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,178
1,1,1,1,1,2,14,1,2,1,1,4,1,2,1,99,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,3,2
4,1,1,1,10,1,14,1,1,1,1,4,2,1,1,99,1,3,0,0,1,0,0,1,0,1,0,0,0,0,1,4,3,203
3,1,2,3,14,3,14,1,8,1,1,1,3,1,2,7,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,155
1,1,1,1,2,3,14,1,3,1,1,4,1,2,2,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,2,121
1,1,1,1,8,1,14,1,9,1,1,1,1,9,2,7,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,171
2,1,2,3,2,2,14,1,7,1,1,4,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,3,129
4,1,1,2,3,3,14,1,9,1,1,2,2,9,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,155
2,1,1,1,4,1,14,1,1,1,1,4,2,1,2,99,1,3,1,1,1,1,1,1,1,1,1,0,0,0,1,3,2,179
3,1,1,1,5,1,14,1,7,1,1,3,1,1,2,4,1,2,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,171
4,1,2,2,2,1,14,1,11,1,1,2,5,2,1,99,2,1,0,0,1,0,0,0,0,1,0,0,0,0,1,3,2,6
4,1,1,1,2,1,14,1,5,1,1,4,1,2,2,7,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,3,2,181
5,1,1,1,2,1,14,1,2,1,1,4,1,2,2,6,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1,3,2,181
5,1,1,1,2,2,14,1,12,1,1,4,2,2,2,4,2,3,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,247
1,1,1,1,1,1,14,1,6,1,1,2,1,2,1,99,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,247
2,1,1,1,4,5,14,1,12,1,1,4,2,2,2,4,2,1,1,0,0,1,0,0,0,1,0,0,0,0,1,3,2,107
5,1,2,2,1,2,14,1,1,1,1,1,1,2,1,99,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,6,278
14,1,1,1,2,1,14,1,6,1,1,1,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,3,9,283
2,1,4,5,13,1,14,1,9,1,1,4,1,1,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,4,3,124
3,1,2,2,3,1,14,1,2,1,1,9,2,9,2,3,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,182
4,1,2,2,11,3,14,1,11,1,1,3,5,1,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,166
8,1,1,3,2,2,14,1,9,1,1,1,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,3,2,11,298
1,1,1,1,9,1,14,1,1,1,1,1,2,1,2,4,2,3,1,1,1,1,1,1,1,1,1,0,0,0,1,4,3,252
1,1,1,1,5,2,14,1,8,1,1,3,1,1,2,4,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,4,3,174
4,1,1,1,2,1,14,1,3,1,1,3,1,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,237
5,1,1,1,2,2,14,1,8,1,1,3,1,2,2,6,2,5,1,0,0,0,0,0,0,0,1,0,0,0,1,4,3,80
2,1,1,1,4,2,14,1,6,1,1,3,2,1,2,9,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,3,6,280
4,1,2,2,2,1,14,1,4,1,1,4,1,2,2,6,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,115
1,1,1,2,6,1,14,1,12,1,1,2,2,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,3,150
1,1,1,2,9,2,14,1,1,1,1,2,2,1,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,116
5,1,2,2,3,1,14,1,12,1,1,4,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,108
3,1,2,2,2,1,14,1,3,1,1,3,5,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,108
14,1,1,1,2,1,14,1,3,1,1,3,1,2,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,3,2,11,293
5,1,5,5,3,1,14,1,12,1,1,3,2,9,2,6,2,5,1,0,0,0,0,0,0,0,0,0,0,0,1,3,2,18
5,1,1,1,13,1,14,1,5,1,1,1,1,1,2,6,2,3,1,1,1,1,0,1,1,1,1,0,0,0,1,3,2,108
4,1,1,3,2,2,14,1,1,1,1,4,1,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,238
4,1,1,2,2,4,14,1,12,1,1,3,1,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,51
5,1,1,1,3,2,14,1,7,1,1,4,2,9,2,5,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2,1,211
16,1,1,1,9,1,14,1,3,1,1,2,3,1,2,6,2,3,1,0,0,0,0,0,0,0,1,0,0,0,3,2,11,293
1,1,1,1,10,1,14,1,3,1,1,3,1,1,1,99,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,31
5,1,1,1,2,1,14,1,3,1,1,1,1,2,1,99,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,238
5,1,2,2,2,3,14,1,9,1,1,4,1,2,2,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,2,142
4,1,1,1,1,1,14,1,1,1,1,2,1,2,1,99,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,3,2,1
4,1,1,1,3,2,14,1,1,1,1,3,2,9,2,4,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,3,2,145
1,1,1,1,3,1,14,1,4,1,1,3,2,9,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,179
4,1,4,4,3,1,14,1,12,1,1,4,2,9,2,3,2,2,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,32
